Match,Date,Bet,Return,Gain,Meta,Odds,Balance,Comments,BET_TYPE,BET_STYLE,BET_RESULT,TEAM_1,TEAM_2
"Barcelona to score 2nd goal @ 2.50

$30.47 Single",2020-10-28 16:24:24,30.47,76.18,45.71,UCL,2.5,548.09,"巴萨对尤文, 很难得能重一次live goal. 2.5的赔率回看起来还是不划算的(从概率来看3.0+才是一个合理的赔率. 后30分钟进球概率40% / 1.5 = 0.26)",TEAM TO SCORE,LIVE,WIN,Barcelona,Juventus
"Jiangsu Suning FC @ 3.60

$26.18 Single",2020-10-29 07:06:08,26.18,0.0,-26.18,CSL,3.6,521.91,苏宁 vs 上港,FINAL RESULT,PRE MATCH,LOST,,
"Man Utd @ 2.25

$20.00 Single",2020-11-01 12:02:15,20.0,0.0,-20.0,,2.25,501.91,,FINAL RESULT,PRE MATCH,LOST,Manchester United,
"Man Utd to score 2nd goal @ 2.87

$20.00 Single",2020-11-01 13:04:22,20.0,0.0,-20.0,,2.87,481.91,,TEAM TO SCORE,LIVE,LOST,Manchester United,
"Leeds @ 7.50

$30.00 Single",2020-11-02 16:07:09,30.0,0.0,-30.0,,7.5,451.91,,FINAL RESULT,PRE MATCH,LOST,Leeds United,
"Real Madrid -0.5 @ 2.020

$50.00 Single",2020-11-03 14:16:57,50.0,101.0,51.0,UCL,2.02,502.91,"Real Madrid vs Inter Milan
孔蒂傻逼，齐达内牛逼, 买就是了. 这就是我的偏执",ASIAN HANDICAP,PRE MATCH,WIN,Real Madrid,Inter
"Donald Trump @ 11.00

$11.00 Single",2020-11-05 17:49:13,11.0,0.0,-11.0,,11.0,491.91,,FINAL RESULT,PRE MATCH,LOST,,
"Man City -0.5,-1.0 @ 2.070

$90.00 Single",2020-11-21 12:17:40,90.0,0.0,-90.0,PL,2.07,401.91,"Tottenam vs Man city.
我对穆里尼奥有很大的偏见, 外加偏爱瓜迪奥拉, 所以这种失败不可避免

这个赛季曼城进攻端问题较大，这个我已经看出来，这场的注码买的是一个瓜迪奥拉刚刚续约（士气++), 这场投注应该控制在50以内",ASIAN HANDICAP,PRE MATCH,LOST,Manchester City,Tottenham
"Man City @ 4.50

$50.00 Single",2020-11-21 13:49:18,50.0,0.0,-50.0,,4.5,351.91,"Tottenam vs Man city.
曼城落后以后心态炸裂... 足球比赛逆转的概率究竟有多大? ",FINAL RESULT,LIVE,LOST,Manchester City,Tottenham
"Barcelona @ 8.50

$50.00 Single",2020-11-21 16:17:24,50.0,0.0,-50.0,,8.5,301.91,,FINAL RESULT,PRE MATCH,LOST,Barcelona,
"Leeds @ 3.25

$100.00 Single",2020-11-22 11:37:21,100.0,0.0,-100.0,PL,3.25,201.91,"Leeds vs Arsenal
让我直接原地爆炸的一场. Leeds全场压制, 浪射无数, 阿森纳下半场还被罚下一人...
这场复盘没有问题, 虽然我已输的怀疑人生",FINAL RESULT,PRE MATCH,LOST,Leeds United,Arsenal
"Leeds @ 3.00

$50.00 Single",2020-11-28 13:30:15,50.0,150.0,100.0,PL,3.0,301.91,"Everton vs Leeds
赛季Leeds比赛一场不落， 对两队都比较了解
当然投注Leeds主要还是情怀考虑. 这个队的问题就是练的太猛, 打法消耗太大,感觉赛季中期随着伤员的出现开始逐渐乏力(逼抢力度和节奏都有明显下降)",FINAL RESULT,PRE MATCH,WIN,Leeds United,Everton
"(0-0) Chelsea -0.5 @ 2.020

$50.00 Single",2020-11-29 11:18:56,50.0,0.0,-50.0,,2.02,251.91,,ASIAN HANDICAP,LIVE,LOST,Chelsea,
"Chelsea @ 2.40

$50.00 Single",2020-11-29 12:44:40,50.0,0.0,-50.0,,2.4,201.91,,FINAL RESULT,PRE MATCH,LOST,Chelsea,
"Chelsea @ 3.00

$50.00 Single",2020-11-29 13:01:43,50.0,0.0,-50.0,,3.0,151.91,,FINAL RESULT,PRE MATCH,LOST,Chelsea,
"RB Leipzig @ 2.10

$100.00 Single",2020-12-05 12:57:07,100.0,0.0,-100.0,Bundesliga,2.1,51.91,"RB Leipzig vs Bayern(3:3)
德甲我是从来不碰的, 这场是临场判断。拜仁比起上赛季总体是不如的, 感觉进攻很迷茫,.
RB倒是挺有特点, 反击很有针对性, 这个赛季适度看多.",FINAL RESULT,LIVE,LOST,Bayern Munich,RB Leipzig
"Leeds @ 6.00

$50.00 Single",2020-12-05 14:43:58,50.0,0.0,-50.0,,6.0,1.91,"Chelsea vs Leeds( 3:1)
赛前判断：吉鲁周中欧冠大四喜，本场继续首发
切尔西周中多打一场，吉鲁跑动能力堪忧，怀疑会被利兹联冲死。比赛过程利兹联早早进球，但是后面显出疲态，致命弱点防空在切尔西面前暴露，切尔西直接高空轰炸砸死
利兹联在接下来的一场也是领先后被西汉姆高空球直接砸死, 进攻开始显露疲态, Koch受伤3个月，短期看空.",FINAL RESULT,PRE MATCH,LOST,Leeds United,Chelsea
"Leeds to score 4th goal @ 4.50

$20.00 Single",2020-12-05 16:29:57,20.0,0.0,-20.0,,4.5,-18.09,"Chelsea vs Leeds
Leeds真是有点疲了",TEAM TO SCORE,LIVE,LOST,Leeds United,Chelsea
"Club Brugge +0.5,+1.0 @ 2.030

$50.00 Single",2020-12-07 23:01:30,50.0,80.28,30.28,UCL,2.03,12.19,"Lazio vs Brugge (2:2)
拉齐奥2:0领先后习惯性划水(打假球), 判断准确.
Early cashout的原因是Brugge必须赢才能出线, 最后守门员都会顶出来, 为了避免意外, 提前cashout",ASIAN HANDICAP,PRE MATCH,WIN,Lazio,
"Barcelona @ 2.15

$30.00 Single",2020-12-08 14:25:49,30.0,0.0,-30.0,UCL,2.15,-17.81,"Barcelona vs Juventus
争议点球判罚影响了比赛结果，过程来看没有问题",FINAL RESULT,PRE MATCH,LOST,Barcelona,Juventus
"Barcelona 0.0,-0.5 @ 1.880

$30.28 Single",2020-12-08 14:39:10,30.28,0.0,-30.28,UCL,1.88,-48.09,"Barcelona vs Juventus
争议点球判罚影响了比赛结果，过程来看没有问题",ASIAN HANDICAP,PRE MATCH,LOST,Barcelona,Juventus
"Barcelona to score 4th goal @ 2.50

$50.00 Single",2020-12-08 16:30:34,50.0,0.0,-50.0,UCL,2.5,-98.09,"Barcelona vs Juventus

心态崩，live goal的风控要做好: 
<$30 + odds > 3",TEAM TO SCORE,LIVE,LOST,Barcelona,Juventus
"AC Milan @ 2.10
$50.00 Single",2020-12-23 12:07:31,50.0,105.0,55.0,Serie A,2.1,-43.09,"AC milan vs Lazio
最后一分钟绝杀
难道这就是转运的开始?",FINAL RESULT,PRE MATCH,WIN,Lazio,AC Milan
"(0-0) Chelsea -0.5 @ 1.980

$55.00 Single",2020-12-26 12:40:44,55.0,0.0,-55.0,PL,1.98,-98.09,"Arsenal vs Chelsea
诱人的赔率，苦涩的结果
内忧外患的阿森纳(主力中卫组合伤停)赢了外强中干的切尔西, 这场有点假",ASIAN HANDICAP,LIVE,LOST,Chelsea,Arsenal
"Leeds +0.5 @ 1.875

$50.00 Single",2021-01-01 20:24:59,50.0,93.75,43.75,PL,1.875,-54.34,"Tottenam vs Leeds
角球大数据，突出一个稳",ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,Tottenham
"Leeds @ 4.00

$20.00 Single",2021-01-02 06:34:45,20.0,0.0,-20.0,PL,4.0,-74.34,"Tottenham vs Leeds
小注搏冷, 风险控制得当",FINAL RESULT,PRE MATCH,LOST,Leeds United,Tottenham
"Leeds @ 8.50

$10.00 Single",2021-01-02 08:00:40,10.0,0.0,-10.0,PL,8.5,-84.34,"Tottenham vs Leeds
小注搏冷, 风险控制得当",FINAL RESULT,LIVE,LOST,Leeds United,Tottenham
"RB Leipzig @ 2.37

$23.75 Single",2021-01-09 13:00:04,23.75,0.0,-23.75,,2.37,-108.09,,FINAL RESULT,PRE MATCH,LOST,RB Leipzig,
"(0-1) Brighton 0.0 @ 2.300

$50.00 Single",2021-01-16 11:03:53,50.0,50.0,0.0,,2.3,-108.09,,ASIAN HANDICAP,LIVE,PUSH,,
"Liverpool -0.5 @ 1.950

$40.00 Single",2021-01-17 11:29:26,40.0,0.0,-40.0,,1.95,-148.09,,ASIAN HANDICAP,PRE MATCH,LOST,Liverpool,
"Inter Milan 0.0,-0.5 @ 2.020

$100.00 Single",2021-01-17 14:45:07,100.0,202.0,102.0,Serie A,2.02,-46.09,"Inter Milan 2:0 Juventus
国米三线都是意甲最强配置，硬实力第一无悬念
这场基耶利尼顶替博努奇首发， 复合更改i中卫组合原则，重注",ASIAN HANDICAP,PRE MATCH,WIN,Inter,Juventus
"Chelsea @ 2.00

$22.00 Single",2021-01-19 10:52:31,22.0,0.0,-22.0,,2.0,-68.09,,FINAL RESULT,PRE MATCH,LOST,Chelsea,
"Leicester 0.0 @ 2.020

$30.00 Single",2021-01-19 14:39:05,30.0,60.6,30.6,,2.02,-37.49,,ASIAN HANDICAP,PRE MATCH,WIN,Leichester,
"Atalanta 0.0,-0.5 @ 1.890

$30.60 Single",2021-01-23 11:56:00,30.6,57.84,27.24,,1.89,-10.25,,ASIAN HANDICAP,PRE MATCH,WIN,Atalanta,
"Lazio or Sassuolo @ 1.80

$27.84 Single",2021-01-24 13:26:48,27.84,41.76,13.92,,1.8,3.67,,FINAL RESULT,PRE MATCH,WIN,Lazio,
"Leeds -0.5 @ 1.940

$51.76 Single",2021-01-26 05:50:31,51.76,100.42,48.66,PL,1.94,52.33,Newcastle v Leeds,ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,Newcastle
"Leeds to score 4th goal @ 2.62

$20.00 Single",2021-01-26 14:31:02,20.0,0.0,-20.0,,2.62,32.33,自从live bet开始控制风险后收益有所改善,TEAM TO SCORE,LIVE,LOST,Leeds United,
"Wolverhampton +0.5,+1.0 @ 2.030

$30.42 Single",2021-01-27 12:21:45,30.42,61.76,31.34,,2.03,63.67,,ASIAN HANDICAP,PRE MATCH,WIN,Wolverhampton,
"Liverpool -1.5 @ 1.750

$31.76 Single",2021-01-28 14:04:43,31.76,0.0,-31.76,,1.75,31.91,"Liverpool3:1 Tottenham
这个角球本来是稳胆的, 结果打出角球2:1, 利物浦的角球以后要谨慎",ASIAN CORNER HANDICAP,PRE MATCH,LOST,Liverpool,Tottenham
"Arsenal 0.0 @ 1.900

$50.00 Single",2021-01-30 10:04:05,50.0,0.0,-50.0,PL,1.9,-18.09,"Arsenal  0:0 Man U
角球大数据也不是完全准确",ASIAN CORNER HANDICAP,PRE MATCH,LOST,Manchester United,Arsenal
"Leeds +1.0 @ 1.850

$100.00 Single",2021-01-31 08:46:40,100.0,100.0,0.0,PL,1.85,-18.09,Leicester v Leeds(Asian Handicap Corners),ASIAN CORNER HANDICAP,PRE MATCH,PUSH,Leeds United,Leichester
"Leeds +0.5 @ 2.070

$50.00 Single",2021-01-31 08:48:22,50.0,103.5,53.5,PL,2.07,35.41,Leicester v Leeds,ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,Leichester
"Brighton @ 3.25

$23.50 Single",2021-01-31 11:39:58,23.5,76.38,52.88,,3.25,88.29,,FINAL RESULT,PRE MATCH,WIN,,
"Leeds to score 4th goal @ 2.62

$30.00 Single",2021-02-03 16:00:16,30.0,0.0,-30.0,PL,2.62,58.29,"Leeds v Everton(Next Goal)
自从live bet开始控制风险后收益有所改善",TEAM TO SCORE,LIVE,LOST,Leeds United,Everton
"Chelsea -1.5 @ 1.900

$50.00 Single",2021-02-04 14:54:13,50.0,95.0,45.0,,1.9,103.29,,ASIAN HANDICAP,PRE MATCH,WIN,Chelsea,
"Chelsea @ 1.90

$30.00 Single",2021-02-04 15:06:58,30.0,57.28,27.28,,1.9,130.57,,FINAL RESULT,PRE MATCH,WIN,Chelsea,
"Sevilla -0.5,-1.0 @ 1.950

$50.00 Single",2021-02-06 11:42:21,50.0,97.5,47.5,La Liga,1.95,178.07,"Sevilla v Getafe
西甲弄的比较少。东窗戈麦斯加盟后对赛维利亚期待很高。目前来看磨合不及预期。奥坎波斯才是塞维利亚的阵眼，基本相当于2年前菲尔米诺之于利物浦",ASIAN HANDICAP,PRE MATCH,WIN,Sevilla,Getafe
"Everton +3.0 @ 1.800

$58.66 Single",2021-02-06 11:50:07,58.66,0.0,-58.66,PL,1.8,119.41,Man Utd v Everton(Asian Handicap Corners),ASIAN CORNER HANDICAP,PRE MATCH,LOST,Manchester United,Everton
"Roma to score 2nd goal @ 3.20

$10.00 Single",2021-02-06 13:22:03,10.0,0.0,-10.0,,3.2,109.41,,TEAM TO SCORE,LIVE,LOST,,
"Man City -0.5 @ 1.900

$57.50 Single",2021-02-07 11:25:02,57.5,0.0,-57.5,PL,1.9,51.91,"Liverpool v Man City  (1:4)
",ASIAN CORNER HANDICAP,PRE MATCH,LOST,Liverpool,Manchester City
"Leeds -0.5 @ 1.890

$100.00 Single",2021-02-08 14:35:30,100.0,189.0,89.0,,1.89,140.91,Leeds v Crystal Palace (Asian Handicap),ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,
"Inter Milan 0.0,-0.5 @ 1.950

$30.00 Single",2021-02-09 14:43:32,30.0,15.0,-15.0,,1.95,125.91,,ASIAN HANDICAP,PRE MATCH,LOST,Inter,
"Liverpool -1.5 @ 1.950

$50.00 Single",2021-02-12 23:15:12,50.0,50.0,0.0,,1.95,125.91,,ASIAN HANDICAP,PRE MATCH,PUSH,Liverpool,
"Leicester +0.5 @ 1.900

$24.00 Single",2021-02-13 06:53:46,24.0,45.6,21.6,,1.9,147.51,,ASIAN HANDICAP,PRE MATCH,WIN,Leichester,
"Napoli 0.0 @ 1.775

$25.60 Single",2021-02-13 11:12:08,25.6,0.0,-25.6,,1.775,121.91,,ASIAN HANDICAP,PRE MATCH,LOST,Napoli,
"Over 3.0 @ 2.040

$20.00 Single",2021-02-14 11:26:26,20.0,36.41,16.41,,2.04,138.32,,TOTAL GOAL,PRE MATCH,WIN,,
"Under 2.5 @ 2.10

$26.41 Single",2021-02-14 14:41:39,26.41,0.0,-26.41,,2.1,111.91,,TOTAL GOAL,PRE MATCH,LOST,,
"No @ 2.00

$30.00 Single",2021-02-14 14:41:59,30.0,0.0,-30.0,,2.0,81.91,,BTTS,PRE MATCH,LOST,,
"RB Leipzig 0.0,+0.5 @ 1.900

$30.00 Single",2021-02-16 09:47:11,30.0,0.0,-30.0,,1.9,51.91,,ASIAN HANDICAP,PRE MATCH,LOST,RB Leipzig,
"Under 2.5,3.0 @ 2.050

$30.00 Single",2021-02-16 09:47:30,30.0,61.5,31.5,,2.05,83.41,,TOTAL GOAL,PRE MATCH,WIN,,
"PSG +0.5,+1.0 @ 1.920

$20.00 Single",2021-02-16 14:06:41,20.0,38.4,18.4,,1.92,101.81,,ASIAN HANDICAP,PRE MATCH,WIN,Paris SG,
"No 1st goal @ 6.50

$20.00 Single",2021-02-16 15:34:57,20.0,0.0,-20.0,,6.5,81.81,,UNKNOWN,PRE MATCH,LOST,,
"Sevilla 0.0,-0.5 @ 2.040

$100.00 Single",2021-02-16 23:13:21,100.0,0.0,-100.0,,2.04,-18.19,"Sevilla 2:3 Dortmund
哈兰德暴走...这个因素赛前也考虑到了. 多特蒙德哈兰德是无解的, 但是考虑到多特打拉齐奥的表现，还是信了一手塞维利亚
塞维利亚的主要问题: 没奥坎波斯打不了, 拉基蒂奇坑逼. 戈麦斯融入不够, 球权太少. 替补左后卫上不去，左路进攻基本瘫痪.
",ASIAN HANDICAP,PRE MATCH,LOST,Sevilla,Dortmund
"Leeds +1.0 @ 1.800

$79.90 Single",2021-02-19 11:20:09,79.9,79.9,0.0,,1.8,-18.19,,ASIAN HANDICAP,PRE MATCH,PUSH,Leeds United,
"Leeds +0.5 @ 2.025

$29.90 Single",2021-02-19 14:49:12,29.9,60.55,30.65,,2.025,12.46,,ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,
"Sampdoria +1.0 @ 1.900

$20.55 Single",2021-02-20 09:01:11,20.55,20.55,0.0,,1.9,12.46,,ASIAN HANDICAP,PRE MATCH,PUSH,,
"Under 3.0 @ 2.030

$30.55 Single",2021-02-20 11:52:06,30.55,62.02,31.47,,2.03,43.93,,TOTAL GOAL,PRE MATCH,WIN,,
"Everton +3.5 @ 2.050

$20.00 Single",2021-02-20 11:55:20,20.0,0.0,-20.0,,2.05,23.93,,ASIAN HANDICAP,PRE MATCH,LOST,Everton,
"Inter Milan -0.5 @ 1.990

$32.02 Single",2021-02-20 23:54:38,32.02,63.72,31.7,SerieA,1.99,55.63,"Inter 3:0 AC milan
正常的结果，弥补一下第一回合的损失",ASIAN HANDICAP,PRE MATCH,WIN,Inter,AC Milan
"Inter Milan -0.5 @ 1.850

$100.00 Single",2021-02-21 08:51:13,100.0,185.0,85.0,SerieA,1.85,140.63,"Inter 3:0 AC milan
正常的结果，弥补一下第一回合的损失",ASIAN HANDICAP,PRE MATCH,WIN,Inter,AC Milan
"Inter Milan to score 2nd goal @ 2.00

$30.00 Single",2021-02-21 10:11:52,30.0,60.0,30.0,SerieA,2.0,170.63,"Inter 3:0 AC milan
这个live在米兰起势的时候反追一手国米进球, 有点意思",TEAM TO SCORE,LIVE,WIN,Inter,AC Milan
"No @ 1.95

$30.00 Single",2021-02-21 10:44:47,30.0,58.5,28.5,,1.95,199.13,,BTTS,PRE MATCH,WIN,,
"Bayern Munich -0.5,-1.0 @ 1.850

$97.22 Single",2021-02-21 13:36:30,97.22,179.86,82.64,UCL,1.85,281.77,"Bayern 4: 1 Lazio
赛季翻身仗. 拜仁赛前有利空: 格纳布里，穆勒打不了, 加上拉齐奥意甲7连胜使得赔率相当划算",ASIAN HANDICAP,PRE MATCH,WIN,Bayern Munich,Lazio
"Bayern Munich -0.5,-1.0 @ 1.850

$100.00 Single",2021-02-22 08:43:18,100.0,185.0,85.0,,1.85,366.77,"Bayern 4: 1 Lazio
赛季翻身仗. 拜仁赛前有利空: 格纳布里，穆勒打不了, 加上拉齐奥意甲7连胜使得赔率相当划算",ASIAN HANDICAP,PRE MATCH,WIN,Bayern Munich,Lazio
"Over 2.5 @ 1.66

$100.00 Single",2021-02-23 07:40:31,100.0,166.67,66.67,PL,1.66,433.44,Leeds v Southampton(Total Goals),TOTAL GOAL,PRE MATCH,WIN,Leeds United,Southampton
"No @ 2.25

$50.00 Single",2021-02-23 23:35:33,50.0,112.5,62.5,UCL,2.25,495.94,Atalanta v Real Madrid(Both Teams to Score),BTTS,PRE MATCH,WIN,Real Madrid,Atalanta
"Leeds -1.0 @ 1.975

$94.03 Single",2021-02-27 11:24:47,94.03,185.71,91.68,PL,1.975,587.62,"Leeds 0:1 Aston villa
有点悬, 险胜",ASIAN CORNER HANDICAP,PRE MATCH,WIN,Leeds United,
"Leeds to score 2nd goal @ 2.00

$20.00 Single",2021-02-27 13:43:09,20.0,0.0,-20.0,,2.0,567.62,,TEAM TO SCORE,LIVE,LOST,Leeds United,
"Arsenal +0.5 @ 2.000

$45.71 Single",2021-02-27 20:45:22,45.71,91.42,45.71,,2.0,613.33,,ASIAN HANDICAP,PRE MATCH,WIN,Arsenal,
"Liverpool -3.0 @ 1.850

$50.00 Single",2021-02-28 08:58:43,50.0,0.0,-50.0,UCL,1.85,563.33,"Liverpool 2:0 Sheffield
打联赛副班长, 这个角球看上去应该挺稳的。 结果最后利物浦角球还输了一个，无语...利物浦的角球以后要谨慎",ASIAN CORNER HANDICAP,PRE MATCH,LOST,Liverpool,
"No @ 2.05

$21.42 Single",2021-02-28 11:28:18,21.42,43.92,22.5,,2.05,585.83,,BTTS,PRE MATCH,WIN,,
"(0-0) Man Utd 0.0 @ 2.200

$30.00 Single",2021-02-28 11:52:51,30.0,30.0,0.0,,2.2,585.83,,ASIAN HANDICAP,LIVE,PUSH,Manchester United,
"Sevilla +1.0,+1.5 @ 1.825

$30.00 Single",2021-03-03 14:34:05,30.0,0.0,-30.0,,1.825,555.83,,ASIAN HANDICAP,PRE MATCH,LOST,Sevilla,
"Bayern Munich -1.0 @ 1.940

$53.92 Single",2021-03-05 23:44:37,53.92,104.61,50.69,Bundesliga,1.94,606.52,"Bayern Munich v Borussia Dortmund(Asian Handicap)
拜仁开场先输个0:2, 随后4:2逆转
投注理由: 多特防守一般, 桑乔缺阵",ASIAN HANDICAP,PRE MATCH,WIN,Bayern Munich,Dortmund
"Bayern Munich -1.0 @ 1.930

$100.00 Single",2021-03-06 06:14:39,100.0,193.0,93.0,Bundesliga,1.93,699.52,"Bayern Munich v Borussia Dortmund(Asian Handicap)
拜仁开场先输个0:2, 随后4:2逆转
投注理由: 多特防守一般, 桑乔缺阵",ASIAN HANDICAP,PRE MATCH,WIN,Bayern Munich,Dortmund
"Juventus -0.5 @ 1.960

$100.00 Single",2021-03-06 10:26:25,100.0,191.22,91.22,,1.96,790.74,"Juventus v Lazio(Asian Handicap)
投注理由: 目测本赛季因莫比莱状态奇差无比",ASIAN HANDICAP,PRE MATCH,WIN,Lazio,Juventus
"Bayern Munich -2.0 @ 3.450

$30.00 Single",2021-03-06 11:46:28,30.0,30.0,0.0,,3.45,790.74,,ASIAN HANDICAP,PRE MATCH,PUSH,Bayern Munich,
"Bayern Munich @ 1.83

$50.00 Single",2021-03-06 13:56:14,50.0,91.67,41.67,,1.83,832.41,"Bayern Munich v Borussia Dortmund(Asian Handicap)
拜仁开场先输个0:2, 随后4:2逆转
投注理由: 多特防守一般, 桑乔缺阵",FINAL RESULT,PRE MATCH,WIN,Bayern Munich,Dortmund
"Juventus @ 2.25

$30.00 Single",2021-03-06 15:50:16,30.0,65.52,35.52,Serie A,2.25,867.93,"Juventus v Lazio
投注理由: 目测本赛季因莫比莱状态奇差无比",FINAL RESULT,PRE MATCH,WIN,Lazio,Juventus
"No @ 1.80

$36.02 Single",2021-03-07 08:59:09,36.02,0.0,-36.02,La liga,1.8,831.91,"Atletico Madrid v Real Madrid(Both Teams to Score)
1:1
伤不起...马竞前场抢断反击进了一个",BTTS,PRE MATCH,LOST,Real Madrid,Atletico Madrid
"RB Leipzig @ 7.00

$30.00 Single",2021-03-07 11:13:59,30.0,0.0,-30.0,UCL,7.0,801.91,"Liverpool v RB Leipzig(To Qualify)
投注理由: 利物浦英超主场5连败, 有崩盘的迹象
7倍赔率值的投机",FINAL RESULT,PRE MATCH,LOST,Liverpool,RB Leipzig
"RB Leipzig @ 3.00

$30.00 Single",2021-03-07 11:17:42,30.0,0.0,-30.0,UCL,3.0,771.91,"Liverpool v RB Leipzig 2:0
投机一下.
比赛过程很出乎意料, 莱比锡没有Angeliho真的
打不了.",FINAL RESULT,PRE MATCH,LOST,Liverpool,RB Leipzig
"Man Utd -0.5,-1.0 @ 1.900

$50.00 Single",2021-03-07 12:21:18,50.0,0.0,-50.0,UCL,1.9,721.91,"Man Utd v AC Milan(Asian Handicap) 1:1
阵容残缺的米兰补时绝平, 曼联也算是大热死吧...",ASIAN HANDICAP,PRE MATCH,LOST,Manchester United,AC Milan
"Leeds to score 3rd goal @ 2.40

$20.00 Single",2021-03-08 16:16:07,20.0,0.0,-20.0,,2.4,701.91,,TEAM TO SCORE,LIVE,LOST,Leeds United,
"Sevilla 0.0,+0.5 @ 2.000

$50.00 Single",2021-03-09 14:04:28,50.0,75.0,25.0,,2.0,726.91,,ASIAN HANDICAP,PRE MATCH,WIN,Sevilla,
"Sevilla -0.5 @ 1.875

$50.00 Single",2021-03-09 14:36:10,50.0,93.75,43.75,,1.875,770.66,,ASIAN HANDICAP,PRE MATCH,WIN,Sevilla,
"Sevilla -1.5 @ 6.800

$20.00 Single",2021-03-09 14:38:08,20.0,0.0,-20.0,,6.8,750.66,,ASIAN HANDICAP,PRE MATCH,LOST,Sevilla,
"RB Leipzig @ 4.00

$28.75 Single",2021-03-10 16:19:15,28.75,0.0,-28.75,,4.0,721.91,,FINAL RESULT,PRE MATCH,LOST,RB Leipzig,
"Shakhtar Donetsk +1.0 @ 1.850

$20.00 Single",2021-03-10 22:54:59,20.0,0.0,-20.0,,1.85,701.91,,ASIAN HANDICAP,PRE MATCH,LOST,Shakhtar Donetsk,
"No @ 2.05

$20.00 Single",2021-03-10 23:06:01,20.0,41.0,21.0,UCL,2.05,722.91,Roma v Shakhtar Donetsk(Both Teams to Score),BTTS,PRE MATCH,WIN,Shakhtar Donetsk,
"No @ 1.95

$20.00 Single",2021-03-10 23:06:52,20.0,0.0,-20.0,UCL,1.95,702.91,"Man Utd v AC Milan(Both Teams to Score)
很久不玩BTTS了, AC米兰93分钟进了一个，伤不起
杯赛淘汰赛赔率合适的话还是可以玩玩btts",BTTS,PRE MATCH,LOST,Manchester United,AC Milan
"Leeds @ 4.80

$21.00 Single",2021-03-13 06:40:32,21.0,0.0,-21.0,,4.8,681.91,,FINAL RESULT,PRE MATCH,LOST,Leeds United,
"Leeds +0.5,+1.0 @ 1.990

$50.00 Single",2021-03-13 06:40:41,50.0,99.5,49.5,PL,1.99,731.41,"Leeds v Chelsea(Asian Handicap) 0: 0
投注理由: 切尔西接下来周中欧冠生死战
首发阵容明显留力",ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,Chelsea
"Leeds +1.5 @ 1.825

$80.00 Single",2021-03-13 06:41:15,80.0,146.0,66.0,PL,1.825,797.41,Leeds v Chelsea(Asian Handicap Corners),ASIAN CORNER HANDICAP,PRE MATCH,WIN,Leeds United,Chelsea
"Leeds @ 5.25

$20.00 Single",2021-03-13 07:28:52,20.0,0.0,-20.0,,5.25,777.41,,FINAL RESULT,PRE MATCH,LOST,Leeds United,
"Leeds or Draw @ 1.90

$30.00 Single",2021-03-13 08:05:57,30.0,57.28,27.28,,1.9,804.69,"Leeds v Chelsea(Asian Handicap)
滚球",FINAL RESULT,LIVE,WIN,Leeds United,Chelsea
"Over 1.5,2.0 @ 1.810

$30.00 Single",2021-03-13 14:45:43,30.0,0.0,-30.0,,1.81,774.69,,TOTAL GOAL,PRE MATCH,LOST,,
"Over 1.5,2.0 @ 1.810

$22.78 Single",2021-03-13 14:55:36,22.78,0.0,-22.78,,1.81,751.91,,TOTAL GOAL,PRE MATCH,LOST,,
"Arsenal -1.0 @ 1.850

$50.00 Single",2021-03-14 10:43:21,50.0,92.5,42.5,PL,1.85,794.41,"Arsenal v Tottenham(2: 1)
打热刺这个角球还是很稳的",ASIAN CORNER HANDICAP,PRE MATCH,WIN,Tottenham,Arsenal
"Arsenal 0.0 @ 1.940

$50.00 Single",2021-03-14 11:27:34,50.0,97.0,47.0,PL,1.94,841.41,Arsenal v Tottenham(2: 1),ASIAN HANDICAP,PRE MATCH,WIN,Tottenham,Arsenal
"Arsenal @ 2.60

$20.00 Single",2021-03-14 12:43:43,20.0,52.0,32.0,,2.6,873.41,"Arsenal v Tottenham(2: 1)
最近滚球还有点顺，风险控制也合适i",FINAL RESULT,LIVE,WIN,Tottenham,Arsenal
"Liverpool -1.5 @ 1.800

$51.50 Single",2021-03-15 14:13:37,51.5,0.0,-51.5,PL,1.8,821.91,"Wolverhampton v Liverpool(Asian Handicap Corners)
利物浦角球的variance比较大
以后投注角球要好好考虑variance和赔率是否划算
这场角球数利物浦2:3输给狼队",ASIAN CORNER HANDICAP,PRE MATCH,LOST,Liverpool,Wolverhampton
"Real Madrid 0.0 @ 2.000

$50.00 Single",2021-03-16 14:32:36,50.0,0.0,-50.0,UCL,2.0,771.91,"Real Madrid v Atalanta(Corner)
赢球输角，常规操作",ASIAN CORNER HANDICAP,PRE MATCH,LOST,Real Madrid,Atalanta
"(0-0) Real Madrid 0.0,-0.5 @ 2.100

$70.00 Single",2021-03-16 15:12:07,70.0,147.0,77.0,UCL,2.1,848.91,"Real Madrid v Atalanta(Asian Handicap)
亚特兰大东窗走核心戈麦斯, 偏向于看空
实际比赛过程皇马赢得很轻松",ASIAN HANDICAP,LIVE,WIN,Real Madrid,Atalanta
